,gyrMag-median,gyrMag-std,accMag-median,accMag-std,count,label,cattle_id,timestamp,timestamp_human
21,263.456,7.727,1.283,0.964,29,Gehen,DE0947746944,1536657273050,2018-09-11 09:14:33.050
22,280.11,23.38,1.805,1.138,50,Gehen,DE0947746944,1536657316021,2018-09-11 09:15:16.021
23,241.525,36.046,3.436,1.852,39,Gehen,DE0947746944,1536657321021,2018-09-11 09:15:21.021
24,284.63,13.005,1.578,0.93,50,Gehen,DE0947746944,1536657339101,2018-09-11 09:15:39.101
25,272.107,22.02,1.716,0.713,39,Gehen,DE0947746944,1536657344101,2018-09-11 09:15:44.101
26,248.751,14.012,2.033,1.136,19,Gehen,DE0947746944,1536657349101,2018-09-11 09:15:49.101
27,255.469,17.918,2.039,1.483,50,Gehen,DE0947746944,1536657361050,2018-09-11 09:16:01.050
28,253.218,8.445,1.892,0.652,20,Gehen,DE0947746944,1536657366050,2018-09-11 09:16:06.050
29,255.814,7.017,1.847,0.673,50,Gehen,DE0947746944,1536657516016,2018-09-11 09:18:36.016
30,237.105,2.923,1.541,0.756,9,Gehen,DE0947746944,1536657521016,2018-09-11 09:18:41.016
31,240.135,2.319,1.833,0.858,10,Gehen,DE0947746944,1536657537067,2018-09-11 09:18:57.067
32,271.595,31.206,2.559,1.741,50,Gehen,DE0947746944,1536657694050,2018-09-11 09:21:34.050
33,275.182,2.978,1.762,1.217,10,Gehen,DE0947746944,1536657699050,2018-09-11 09:21:39.050
34,301.638,10.657,1.749,0.839,49,Gehen,DE0947746944,1536657751050,2018-09-11 09:22:31.050
35,315.396,46.414,1.822,2.86,50,Gehen,DE0947746944,1536657775054,2018-09-11 09:22:55.054
36,342.867,7.516,1.386,0.919,29,Gehen,DE0947746944,1536657780054,2018-09-11 09:23:00.054
37,318.098,15.702,1.567,0.871,30,Gehen,DE0947746944,1536657859016,2018-09-11 09:24:19.016
38,319.17,6.72,1.89,0.637,41,Gehen,DE0947746944,1536657864016,2018-09-11 09:24:24.016
39,273.953,4.986,1.049,1.736,50,Liegen,DE0947746944,1536664924067,2018-09-11 11:22:04.067
40,276.411,0.799,0.494,0.306,50,Liegen,DE0947746944,1536664929067,2018-09-11 11:22:09.067
41,283.385,24.379,0.603,0.515,48,Liegen,DE0947746944,1536664934067,2018-09-11 11:22:14.067
42,311.822,6.455,1.539,0.7,41,Liegen,DE0947746944,1536664939067,2018-09-11 11:22:19.067
43,320.224,14.769,1.342,0.575,41,Liegen,DE0947746944,1536664944067,2018-09-11 11:22:24.067
44,335.484,6.952,1.307,0.923,42,Liegen,DE0947746944,1536664949067,2018-09-11 11:22:29.067
45,329.873,3.926,1.405,0.643,41,Liegen,DE0947746944,1536664954067,2018-09-11 11:22:34.067
46,325.015,9.378,1.186,0.966,41,Liegen,DE0947746944,1536664959067,2018-09-11 11:22:39.067
47,367.083,145.818,0.494,0.259,41,Liegen,DE0947746944,1536664964067,2018-09-11 11:22:44.067
48,366.992,102.859,0.316,0.274,42,Liegen,DE0947746944,1536664969067,2018-09-11 11:22:49.067
49,366.524,86.899,0.454,1.908,41,Liegen,DE0947746944,1536664974067,2018-09-11 11:22:54.067
50,81.199,101.148,0.336,4.352,41,Liegen,DE0947746944,1536664979067,2018-09-11 11:22:59.067
51,81.662,0.273,0.157,0.038,42,Liegen,DE0947746944,1536664984067,2018-09-11 11:23:04.067
52,81.425,0.214,0.175,0.033,41,Liegen,DE0947746944,1536664989067,2018-09-11 11:23:09.067
53,81.571,0.185,0.164,0.037,41,Liegen,DE0947746944,1536664994067,2018-09-11 11:23:14.067
54,84.291,48.815,1.866,1.834,41,Liegen,DE0947746944,1536664999067,2018-09-11 11:23:19.067
55,168.866,21.408,0.585,0.744,42,Liegen,DE0947746944,1536665004067,2018-09-11 11:23:24.067
56,167.724,0.517,0.184,0.18,41,Liegen,DE0947746944,1536665009067,2018-09-11 11:23:29.067
57,167.158,0.593,0.382,0.251,41,Liegen,DE0947746944,1536665014067,2018-09-11 11:23:34.067
58,167.323,0.262,0.101,0.053,42,Liegen,DE0947746944,1536665019067,2018-09-11 11:23:39.067
59,166.972,3.408,0.133,0.128,39,Liegen,DE0947746944,1536665024067,2018-09-11 11:23:44.067
60,159.765,3.683,0.144,0.247,50,Liegen,DE0947746944,1536665029067,2018-09-11 11:23:49.067
61,163.126,0.162,0.133,0.034,49,Liegen,DE0947746944,1536665034067,2018-09-11 11:23:54.067
62,163.134,0.208,0.154,0.034,49,Liegen,DE0947746944,1536665039067,2018-09-11 11:23:59.067
63,163.781,0.447,0.148,0.147,49,Liegen,DE0947746944,1536665044067,2018-09-11 11:24:04.067
64,163.983,0.454,0.152,0.207,49,Liegen,DE0947746944,1536665049067,2018-09-11 11:24:09.067
65,165.929,0.854,0.115,0.061,50,Liegen,DE0947746944,1536665054067,2018-09-11 11:24:14.067
66,161.897,0.199,0.14,0.032,49,Liegen,DE0947746944,1536665059067,2018-09-11 11:24:19.067
67,161.314,0.322,0.15,0.036,50,Liegen,DE0947746944,1536665064067,2018-09-11 11:24:24.067
68,162.035,0.892,0.148,0.041,49,Liegen,DE0947746944,1536665069067,2018-09-11 11:24:29.067
69,165.406,0.875,0.137,0.05,49,Liegen,DE0947746944,1536665074067,2018-09-11 11:24:34.067
70,162.499,1.828,0.131,0.079,50,Liegen,DE0947746944,1536665079067,2018-09-11 11:24:39.067
71,160.523,0.985,0.121,0.06,49,Liegen,DE0947746944,1536665084067,2018-09-11 11:24:44.067
72,159.515,0.285,0.127,0.051,49,Liegen,DE0947746944,1536665089067,2018-09-11 11:24:49.067
73,157.637,0.957,0.11,0.174,49,Liegen,DE0947746944,1536665094067,2018-09-11 11:24:54.067
74,159.477,0.219,0.119,0.198,50,Liegen,DE0947746944,1536665099067,2018-09-11 11:24:59.067
75,140.445,8.358,0.16,0.154,50,Liegen,DE0947746944,1536665104067,2018-09-11 11:25:04.067
76,157.911,10.038,0.146,0.119,49,Liegen,DE0947746944,1536665109067,2018-09-11 11:25:09.067
77,178.785,0.108,0.105,0.041,49,Liegen,DE0947746944,1536665114067,2018-09-11 11:25:14.067
78,178.953,0.213,0.124,0.054,49,Liegen,DE0947746944,1536665119067,2018-09-11 11:25:19.067
79,179.641,1.198,0.131,0.059,50,Liegen,DE0947746944,1536665124067,2018-09-11 11:25:24.067
80,174.719,0.344,0.121,0.05,49,Liegen,DE0947746944,1536665129067,2018-09-11 11:25:29.067
81,208.698,17.402,0.144,0.129,49,Liegen,DE0947746944,1536665134067,2018-09-11 11:25:34.067
82,209.848,7.608,0.111,0.093,50,Liegen,DE0947746944,1536665139067,2018-09-11 11:25:39.067
83,189.531,4.603,0.132,0.24,49,Liegen,DE0947746944,1536665144067,2018-09-11 11:25:44.067
84,177.729,0.669,0.135,0.033,49,Liegen,DE0947746944,1536665149067,2018-09-11 11:25:49.067
85,174.76,0.849,0.142,0.282,50,Liegen,DE0947746944,1536665154067,2018-09-11 11:25:54.067
86,168.66,2.977,0.142,0.048,49,Liegen,DE0947746944,1536665159067,2018-09-11 11:25:59.067
87,163.77,0.169,0.11,0.035,49,Liegen,DE0947746944,1536665164067,2018-09-11 11:26:04.067
88,164.097,0.22,0.123,0.032,49,Liegen,DE0947746944,1536665169067,2018-09-11 11:26:09.067
89,163.952,0.426,0.141,0.037,50,Liegen,DE0947746944,1536665174067,2018-09-11 11:26:14.067
90,163.094,0.275,0.14,0.06,49,Liegen,DE0947746944,1536665179067,2018-09-11 11:26:19.067
91,163.348,11.296,0.286,0.748,50,Liegen,DE0947746944,1536665184067,2018-09-11 11:26:24.067
92,165.911,4.534,0.196,0.269,49,Liegen,DE0947746944,1536665189067,2018-09-11 11:26:29.067
93,158.22,0.884,0.154,0.035,49,Liegen,DE0947746944,1536665194067,2018-09-11 11:26:34.067
94,149.819,4.502,0.173,0.038,49,Liegen,DE0947746944,1536665199067,2018-09-11 11:26:39.067
95,141.277,3.35,0.178,0.05,49,Liegen,DE0947746944,1536665204067,2018-09-11 11:26:44.067
96,131.21,18.094,0.25,0.401,50,Liegen,DE0947746944,1536665209067,2018-09-11 11:26:49.067
97,168.551,4.312,0.134,0.049,50,Liegen,DE0947746944,1536665214067,2018-09-11 11:26:54.067
98,170.632,1.393,0.145,0.058,49,Liegen,DE0947746944,1536665219067,2018-09-11 11:26:59.067
99,161.856,0.859,0.173,0.12,49,Liegen,DE0947746944,1536665224067,2018-09-11 11:27:04.067
100,176.237,32.729,0.4,2.102,49,Liegen,DE0947746944,1536665229067,2018-09-11 11:27:09.067
101,161.833,1.968,0.135,0.21,49,Liegen,DE0947746944,1536665234067,2018-09-11 11:27:14.067
102,162.492,0.437,0.114,0.093,40,Liegen,DE0947746944,1536665239067,2018-09-11 11:27:19.067
